1090807,1485.75,1513.25,1505.25,1480.75,280789
1090810,1504.50,1505.25,1498,1483.25,216984
1090811,1497.25,1503.25,1482,1471.25,267557
1090812,1481.75,1519.25,1504.25,1472.75,348712
1090813,1504.50,1524,1517.25,1495.50,272005
1090814,1516,1519.50,1500.50,1480.50,300515
1090817,1497.75,1498,1451.75,1446.75,366441
1090818,1452,1473.75,1472.50,1449.25,271573
1090819,1471.50,1486,1484.25,1450,292131
1090820,1483.50,1505.75,1499.50,1476.50,258289
1090821,1498.75,1525.25,1521,1485.50,291155
1090824,1520.50,1533.75,1519.50,1514.25,249412
1090825,1519.50,1541,1522,1510.75,290751
1090826,1522,1534.75,1522,1513,262334
1090827,1522.75,1529,1524.50,1496,315245
1090828,1524.50,1554,1528,1516,304044
1090831,1526.75,1530.50,1510.50,1501.25,239131
1090901,1510.50,1534.50,1481,1475.75,458728
1090902,1480.75,1488.50,1478.50,1470.75,279445
1090903,1478.25,1494,1489.50,1470,210225
1090904,1490,1526,1521.25,1486,280186
1090908,1531.25,1542.25,1540.75,1519.25,223373
1090909,1539.25,1562.50,1551.50,1530.50,317742
1090910,1552,1571.75,1570.25,1547.25,227024
1090911,1570.50,1576.50,1571,1559.50,287428
1090914,1569,1579.25,1575.50,1552.75,245248
1090915,1576,1589.50,1582.50,1567.25,328788
1090916,1582,1611,1605.25,1580.50,326862
1090917,1605,1618,1607.50,1599.75,338889
1090918,1607.75,1618,1608.75,1600.25,237788
1090921,1604.75,1621.25,1615.25,1594.25,262505
1090922,1615,1628.75,1621.75,1613,226574
1090923,1621,1640.75,1613,1608.25,311914
1090924,1611.75,1624.25,1587,1583.50,351064
1090925,1586.50,1596.50,1584.50,1576.25,310136
1090928,1584.50,1620,1610.25,1575.50,251261
1090929,1610,1618.25,1603,1594.25,276654
1090930,1602.50,1617.50,1605,1576.25,427976
1091001,1603.50,1614.25,1558,1551.25,405570
1091002,1557.25,1562.25,1549.75,1537.25,367020
1091005,1550,1568.75,1561.50,1545.50,261834
1091006,1561.50,1598.75,1588.25,1561.50,348109
1091007,1588.25,1597.50,1595.50,1583.50,235732
1091008,1595,1618.25,1604,1595,298222
1091009,1603.50,1615.25,1613,1594,207432
1091012,1612.50,1628,1615.25,1604,178737
1091013,1615.50,1623.25,1614.25,1607.75,218745
1091014,1627.50,1642,1635.25,1625.25,279426
1091015,1635,1641.75,1636,1624.50,260884
1091016,1637,1645.50,1619,1612.25,333540
1091019,1619,1644,1637.75,1610.75,270731
1091020,1637,1661,1645.75,1631,325391
1091021,1644.75,1666.75,1640.75,1633.50,321499
1091022,1637,1653.75,1650,1625,344422
1091023,1649.75,1665.75,1639.50,1634.25,358585
1091026,1639.50,1664.75,1635.50,1625,393166
1091027,1635,1639.25,1607.25,1600.50,442445
1091028,1607,1610.50,1567.50,1564.75,441310
1091029,1568.25,1600.50,1595,1564.75,297972
1091030,1594.50,1599.25,1553,1547.50,452709
1091102,1548.50,1575.25,1556.50,1537.75,456628
1091103,1558.25,1565,1563,1538.50,323654
1091104,1562.50,1587.50,1574.25,1561,350126
1091105,1574.25,1609.50,1606.75,1559,334091
1091106,1606.50,1625,1617.25,1592.50,293095
1091109,1615.50,1655,1654,1615,276685
1091110,1653.50,1664,1660,1646.50,255967
1091111,1659.75,1680,1671.25,1658.25,288232
1091112,1671.50,1681,1661.25,1656,279329
1091113,1660.25,1680,1675.75,1657.75,253483
1091116,1677,1701.25,1691,1674.75,294545
1091117,1690.25,1699.25,1696.25,1682.75,214345
1091118,1696.25,1700.75,1688,1676.25,256352
1091119,1688,1689.50,1657.75,1647.25,356418
1091120,1658,1661.50,1651,1642.50,225734
1091123,1650.50,1689.25,1678.75,1649.75,261423
1091124,1677.75,1681.25,1674,1663.25,220400
1091125,1673.75,1687.25,1681.75,1673,170098
1091127,1640,1684.75,1646.75,1609.75,256664
1091130,1650.50,1662.50,1655,1637.75,309164
1091201,1655,1686.50,1679.50,1652.50,268854
1091202,1678.75,1694,1679,1673.50,246295
1091203,1679,1694.25,1667.75,1665.25,282247
1091204,1667,1703.75,1682.50,1660.25,409656
1091207,1682.50,1686.50,1671.50,1666.50,239154
1091208,1672.75,1677.25,1656,1647.50,350189
1091209,1656.25,1680.25,1680,1646.25,364559
1091210,1679.25,1696.25,1687.50,1674,178154
1091211,1686.75,1701,1681.50,1672,241211
1091214,1680,1698.50,1697.25,1675.75,224192
1091215,1697,1701.50,1684.50,1681,282377
1091216,1684.75,1702.75,1689.50,1684.25,234924
1091217,1690,1692.25,1675,1663.50,317003
